HR(t),Cal(t),Inte(t),METs(t),Steps(t),Timestamp,HR(t-1),Cal(t-1),Inte(t-1),METs(t-1),Steps(t-1),HR(t-2),Cal(t-2),Inte(t-2),METs(t-2),Steps(t-2)
79.5714285714286,3.52817988395691,1,34,36,2016-04-12T07:49:00Z,79.2857142857143,1.34900999069214,0,13,0,77,3.11310005187988,1,30,20
85.6,3.32064008712769,1,32,30,2016-04-12T07:50:00Z,79.5714285714286,3.52817988395691,1,34,36,79.2857142857143,1.34900999069214,0,13,0
90.5,3.11310005187988,1,30,14,2016-04-12T07:51:00Z,85.6,3.32064008712769,1,32,30,79.5714285714286,3.52817988395691,1,34,36
89,3.94325995445251,1,38,46,2016-04-12T07:52:00Z,90.5,3.11310005187988,1,30,14,85.6,3.32064008712769,1,32,30
91.1818181818182,3.73571991920471,1,36,30,2016-04-12T07:53:00Z,89,3.94325995445251,1,38,46,90.5,3.11310005187988,1,30,14
87.3333333333333,4.35833978652954,1,42,63,2016-04-12T07:54:00Z,91.1818181818182,3.73571991920471,1,36,30,89,3.94325995445251,1,38,46
95.9,4.98095989227295,1,48,78,2016-04-12T07:55:00Z,87.3333333333333,4.35833978652954,1,42,63,91.1818181818182,3.73571991920471,1,36,30
101.3,5.39603996276855,1,52,83,2016-04-12T07:56:00Z,95.9,4.98095989227295,1,48,78,87.3333333333333,4.35833978652954,1,42,63
103.7,5.39603996276855,1,52,72,2016-04-12T07:57:00Z,101.3,5.39603996276855,1,52,83,95.9,4.98095989227295,1,48,78
100.125,4.98095989227295,1,48,46,2016-04-12T07:58:00Z,103.7,5.39603996276855,1,52,72,101.3,5.39603996276855,1,52,83
100.375,4.1508002281189,1,40,24,2016-04-12T07:59:00Z,100.125,4.98095989227295,1,48,46,103.7,5.39603996276855,1,52,72
107.444444444444,4.35833978652954,1,42,14,2016-04-12T08:00:00Z,100.375,4.1508002281189,1,40,24,100.125,4.98095989227295,1,48,46
102.333333333333,4.77341985702515,1,46,19,2016-04-12T08:01:00Z,107.444444444444,4.35833978652954,1,42,14,100.375,4.1508002281189,1,40,24
90.5,4.56587982177734,1,44,27,2016-04-12T08:02:00Z,102.333333333333,4.77341985702515,1,46,19,107.444444444444,4.35833978652954,1,42,14
77,1.24523997306824,0,12,0,2016-04-12T08:03:00Z,90.5,4.56587982177734,1,44,27,102.333333333333,4.77341985702515,1,46,19
80.6666666666667,2.69801998138428,1,26,12,2016-04-12T08:04:00Z,77,1.24523997306824,0,12,0,90.5,4.56587982177734,1,44,27
79.75,1.34900999069214,0,13,0,2016-04-12T08:05:00Z,80.6666666666667,2.69801998138428,1,26,12,77,1.24523997306824,0,12,0
78.7777777777778,1.34900999069214,0,13,0,2016-04-12T08:06:00Z,79.75,1.34900999069214,0,13,0,80.6666666666667,2.69801998138428,1,26,12
76.9,1.34900999069214,0,13,0,2016-04-12T08:07:00Z,78.7777777777778,1.34900999069214,0,13,0,79.75,1.34900999069214,0,13,0
76.3333333333333,1.14146995544434,0,11,0,2016-04-12T08:08:00Z,76.9,1.34900999069214,0,13,0,78.7777777777778,1.34900999069214,0,13,0
83.9,3.32064008712769,1,32,31,2016-04-12T08:09:00Z,76.3333333333333,1.14146995544434,0,11,0,76.9,1.34900999069214,0,13,0
85.5,3.32064008712769,1,32,23,2016-04-12T08:10:00Z,83.9,3.32064008712769,1,32,31,76.3333333333333,1.14146995544434,0,11,0
78.4285714285714,2.90556001663208,1,28,7,2016-04-12T08:11:00Z,85.5,3.32064008712769,1,32,23,83.9,3.32064008712769,1,32,31
78,2.69801998138428,1,26,8,2016-04-12T08:12:00Z,78.4285714285714,2.90556001663208,1,28,7,85.5,3.32064008712769,1,32,23
75.2222222222222,1.34900999069214,0,13,0,2016-04-12T08:13:00Z,78,2.69801998138428,1,26,8,78.4285714285714,2.90556001663208,1,28,7
82,3.73571991920471,1,36,49,2016-04-12T08:14:00Z,75.2222222222222,1.34900999069214,0,13,0,78,2.69801998138428,1,26,8
87.2222222222222,3.32064008712769,1,32,27,2016-04-12T08:15:00Z,82,3.73571991920471,1,36,49,75.2222222222222,1.34900999069214,0,13,0
81.3333333333333,3.32064008712769,1,32,23,2016-04-12T08:16:00Z,87.2222222222222,3.32064008712769,1,32,27,82,3.73571991920471,1,36,49
75,1.34900999069214,0,13,0,2016-04-12T08:17:00Z,81.3333333333333,3.32064008712769,1,32,23,87.2222222222222,3.32064008712769,1,32,27
61.5,1.03770005702972,0,10,0,2016-04-12T08:18:00Z,75,1.34900999069214,0,13,0,81.3333333333333,3.32064008712769,1,32,23
62.3333333333333,1.03770005702972,0,10,0,2016-04-12T08:19:00Z,61.5,1.03770005702972,0,10,0,75,1.34900999069214,0,13,0
61,1.14146995544434,0,11,0,2016-04-12T08:20:00Z,62.3333333333333,1.03770005702972,0,10,0,61.5,1.03770005702972,0,10,0
59.7142857142857,1.03770005702972,0,10,0,2016-04-12T08:21:00Z,61,1.14146995544434,0,11,0,62.3333333333333,1.03770005702972,0,10,0
60.6666666666667,1.14146995544434,0,11,0,2016-04-12T08:22:00Z,59.7142857142857,1.03770005702972,0,10,0,61,1.14146995544434,0,11,0
60,1.03770005702972,0,10,0,2016-04-12T08:23:00Z,60.6666666666667,1.14146995544434,0,11,0,59.7142857142857,1.03770005702972,0,10,0
58,1.03770005702972,0,10,0,2016-04-12T08:24:00Z,60,1.03770005702972,0,10,0,60.6666666666667,1.14146995544434,0,11,0
58.6,1.03770005702972,0,10,0,2016-04-12T08:25:00Z,58,1.03770005702972,0,10,0,60,1.03770005702972,0,10,0
63.1666666666667,1.14146995544434,0,11,0,2016-04-12T08:26:00Z,58.6,1.03770005702972,0,10,0,58,1.03770005702972,0,10,0
59,1.03770005702972,0,10,0,2016-04-12T08:27:00Z,63.1666666666667,1.14146995544434,0,11,0,58.6,1.03770005702972,0,10,0
60,1.14146995544434,0,11,0,2016-04-12T08:28:00Z,59,1.03770005702972,0,10,0,63.1666666666667,1.14146995544434,0,11,0
58.8333333333333,1.14146995544434,0,11,0,2016-04-12T08:29:00Z,60,1.14146995544434,0,11,0,59,1.03770005702972,0,10,0
59.6,1.14146995544434,0,11,0,2016-04-12T08:30:00Z,58.8333333333333,1.14146995544434,0,11,0,60,1.14146995544434,0,11,0
64.2,1.14146995544434,0,11,0,2016-04-12T08:31:00Z,59.6,1.14146995544434,0,11,0,58.8333333333333,1.14146995544434,0,11,0
66.3333333333333,3.11310005187988,1,30,30,2016-04-12T08:32:00Z,64.2,1.14146995544434,0,11,0,59.6,1.14146995544434,0,11,0
60.4285714285714,1.14146995544434,0,11,0,2016-04-12T08:33:00Z,66.3333333333333,3.11310005187988,1,30,30,64.2,1.14146995544434,0,11,0
56.8,1.14146995544434,0,11,0,2016-04-12T08:34:00Z,60.4285714285714,1.14146995544434,0,11,0,66.3333333333333,3.11310005187988,1,30,30
55.6,1.14146995544434,0,11,0,2016-04-12T08:35:00Z,56.8,1.14146995544434,0,11,0,60.4285714285714,1.14146995544434,0,11,0
55.3333333333333,1.03770005702972,0,10,0,2016-04-12T08:36:00Z,55.6,1.14146995544434,0,11,0,56.8,1.14146995544434,0,11,0
55.6,1.14146995544434,0,11,0,2016-04-12T08:37:00Z,55.3333333333333,1.03770005702972,0,10,0,55.6,1.14146995544434,0,11,0
57.3333333333333,1.14146995544434,0,11,0,2016-04-12T08:38:00Z,55.6,1.14146995544434,0,11,0,55.3333333333333,1.03770005702972,0,10,0
57.4,1.14146995544434,0,11,0,2016-04-12T08:39:00Z,57.3333333333333,1.14146995544434,0,11,0,55.6,1.14146995544434,0,11,0
57.875,1.14146995544434,0,11,0,2016-04-12T08:40:00Z,57.4,1.14146995544434,0,11,0,57.3333333333333,1.14146995544434,0,11,0
58,1.03770005702972,0,10,0,2016-04-12T08:41:00Z,57.875,1.14146995544434,0,11,0,57.4,1.14146995544434,0,11,0
58.4,1.03770005702972,0,10,0,2016-04-12T08:42:00Z,58,1.03770005702972,0,10,0,57.875,1.14146995544434,0,11,0
58.5,1.14146995544434,0,11,0,2016-04-12T08:43:00Z,58.4,1.03770005702972,0,10,0,58,1.03770005702972,0,10,0
